ItemID(PK),OrderID (PK),ProductID,Quantity
3559677202344640,59-7F-61-57-1D-83,17714016,44
4508407625732940,CA-9B-1C-20-47-99,369872864,37
3587112933636880,42-6F-39-10-7B-81,3783023,28
3578962411484000,88-A0-ED-C9-CC-D5,41520388,23
201514984196292,CF-37-7B-61-BD-9C,37205291,29
3528167045651510,95-BF-1E-6E-56-D2,63824499,3
3529956918051840,ED-7B-D3-3F-C8-DB,504365504,34
491121005018791000,7A-D6-13-9A-83-AC,687889992,40
3543670945520160,BE-72-1C-0F-37-52,21695203,44
3553645367378940,59-81-E6-DC-3F-85,606810104,38
337941154234875,45-4C-2F-7A-61-7E,53329948,43
374288037523569,35-F5-7C-FD-2B-E4,63824499,36
30140231965672,CC-ED-5D-58-AE-A1,504365504,23
3583011196213940,58-3B-CD-22-33-3C,687889992,17
3541413407549160,E5-DC-A0-AE-18-11,504365504,4
3580620444734810,0C-33-0B-24-F6-EC,687889992,22
3550729121067320,6B-68-97-F2-F8-3B,21695203,10
6759625700255580,1A-30-02-A5-91-27,67046531,33
3557326940973890,A5-14-A1-EC-73-33,68084229,27
30420190224224,46-B0-E9-3E-20-2D,16590058,2
374283118335256,57-A4-AB-24-33-1B,10424152,39
6761805881601650000,28-8E-14-85-BC-F0,66993663,44
4041592867478010,E0-9B-39-33-59-A2,51991836,41
3553859927211760,0D-7A-DD-26-A9-D3,43419802,10
5543235036624940,96-EE-55-22-8E-35,504367067,13
4405672279688930,2C-43-68-B2-1F-6D,17714016,28
4041377176006230,AE-74-C4-6B-25-92,369872864,45
201601898263480,AF-74-E9-1C-E3-B7,3783023,35
5602259400572440,98-59-CD-14-24-7D,41520388,16
3551217673514490,AB-68-4F-74-02-95,37205291,4
3571425348714700,84-EE-B4-24-17-DB,63824499,1
3547886610507250,0B-27-A9-4E-0E-F2,504365504,38
4844220299987860,8B-04-5A-D3-DF-0F,687889992,38
374283056775588,C9-C3-D7-57-AB-93,21695203,9
3550711344586450,21-E4-06-0A-AC-FD,606810104,18
6763789084416880,DB-B1-1D-49-FD-A6,53329948,29
4917709091015490,EB-E9-33-A3-0E-63,63824499,31
3557049564129700,FF-7B-D2-FC-58-A6,504365504,18
3557434194635010,F8-1B-03-34-2D-AB,687889992,27
5108758995275490,83-BE-6D-6A-86-D8,21695203,39
3569638988766100,E6-80-7D-10-9A-33,606810104,18
3564111190046770,BD-8F-09-C7-DC-2E,53329948,31
345298329698884,F9-4C-70-17-3B-1D,504367067,45
3561302332738260,70-22-C7-96-87-91,17714016,1
560225118920035000,C5-51-50-E2-92-71,369872864,29
3573242288248200,0A-F6-E4-6C-AC-0D,3783023,45
5488517494320930,AB-5A-8F-05-47-F9,41520388,23
374622972405863,82-BB-B9-96-01-7C,37205291,40
337941977253961,24-AD-28-B6-D0-DF,63824499,30
5314042424080030,4B-5A-4C-B9-B4-18,504365504,40
3554395918139390,80-9B-A2-C6-02-3E,687889992,21
3557800096716820,AD-C8-7C-85-05-9F,21695203,6
3574543322427200,C8-C3-CC-93-05-4D,606810104,19
4844750784651470,86-F3-89-2A-E8-62,53329948,22
3543287872837550,6F-D5-2C-4F-1E-47,63824499,34
201798690244385,78-69-67-FE-2E-F9,504365504,23
3538205608772140,A9-B1-08-70-67-E6,687889992,24
5602239267738870000,F7-5C-12-66-B4-8F,67046531,35
5602254717176850,4D-5B-0B-5E-C7-11,68084229,33
30162608572048,6E-F8-5C-1D-AF-A6,16590058,36
5100149104918260,9B-16-88-83-BA-81,10424152,9
3584420700005590,94-F5-1A-6D-6A-AD,66993663,19
3537670553108440,AC-0F-25-4F-08-F3,51991836,40
3528025938219920,EC-44-2B-57-C9-81,43419802,45
67717449731378400,BE-98-D9-84-22-88,504367067,12
5007663059993290,9D-3B-91-52-97-4B,17714016,44
374288404273988,BD-84-12-6A-C7-16,369872864,4
3564684661144240,02-DA-0A-0B-84-F1,3783023,41
6399259661571150,35-B7-3E-A0-12-69,41520388,1
67099214293990100,56-7C-70-F5-5D-3F,37205291,26
6044725221425400,78-BF-2E-E6-B5-90,63824499,25
5602236692788210000,81-78-8B-BB-F6-3E,504365504,14
490338187918837000,68-AA-43-0C-24-66,687889992,11
5100136086733410,61-7B-07-6C-DC-10,21695203,27
5253525673043730,3C-A0-E6-1D-7F-12,606810104,15
3567152633601790,45-90-0D-DE-15-F6,53329948,19
4844920462973150,0C-86-B3-42-71-1F,63824499,23
4041371441629050,C5-8D-0E-52-45-71,504365504,27
4026472706320270,EA-79-B0-B6-E4-C7,687889992,18
201571171510982,70-91-22-15-F3-30,21695203,4
5100149168054880,3A-26-78-C2-DD-66,606810104,15
5519508974796050,E9-97-79-B8-53-99,53329948,35
3535072947385490,AF-10-9F-84-BA-3E,504367067,32
3568180181707160,76-56-AC-FE-B5-70,17714016,3
5100176291555220,C2-05-7B-3F-A3-58,369872864,10
3574676116137960,91-F3-1F-F6-E0-DB,3783023,12
3539578006828560,83-10-38-E0-8C-13,41520388,38
3538521885784040,02-A7-2B-F5-2D-66,37205291,45
30465273849157,24-79-90-1C-AC-35,63824499,8
6334909034055170000,55-85-FA-C5-62-9B,504365504,25
58937024066484200,73-BC-98-09-B0-76,687889992,29
3572768076386240,E1-B2-7E-67-42-A3,21695203,34
6304678857800170,1B-69-62-A8-5E-00,606810104,35
374283157769860,F9-11-C7-6F-81-C1,53329948,16
5602225768464120,98-A5-69-E1-E8-5E,63824499,26
5602229159307400,6C-88-4B-53-74-B0,504365504,11
3548920850003140,71-27-43-D4-B6-86,687889992,34
5602257062388750000,99-0F-E5-BB-E7-2E,504365504,44
201859621677950,DC-C9-C5-C3-DC-31,687889992,24
5602241043168870000,F5-A9-1B-1F-EB-F8,21695203,35
3553823503201010,1B-35-16-E1-F4-AB,67046531,23
6381327445801790,9C-73-A7-01-CA-33,68084229,23
3579023108488150,95-E0-4E-85-F0-99,16590058,12
3583236285204270,A5-34-71-6F-22-BB,10424152,21
374593188152716,C7-8B-6D-7C-99-A9,66993663,28
633438605074667000,DA-2B-E5-46-7E-40,51991836,32
6761884857548070000,69-C1-A8-A3-E0-70,43419802,31
63040462653899800,1F-61-75-A0-E8-23,504367067,42
5602218226413330000,18-0B-0F-79-40-2A,17714016,41
3573025249290240,6D-8C-62-58-2B-6F,369872864,28
3585574302871940,CD-DE-34-AF-05-A8,3783023,40
346268544334739,52-FC-C4-96-12-2C,41520388,13
3534098661165880,2F-8D-7C-56-D4-4F,37205291,30
3572401885387040,3F-06-7D-02-3E-FC,63824499,7
60475488469150900,CD-6E-AF-6A-E5-41,504365504,29
3584956885886000,2D-17-B9-8D-3C-74,687889992,35
5205470336009880,CC-4A-FB-0B-F4-C5,21695203,17
3589602295993010,FA-70-B3-0B-A4-44,606810104,35
3584698029362050,54-49-2F-90-A1-C7,53329948,44
3589681808497250,EB-51-46-CC-60-6F,63824499,19
5548126493872360,85-9D-52-D2-20-3B,504365504,21
3585201705718810,89-95-4B-41-FA-1F,687889992,22
633322727925882000,DA-47-BA-47-52-C1,21695203,31
4017956127381880,6A-E2-EF-98-A0-DE,606810104,45
374283202519914,58-99-08-B7-8A-A5,53329948,35
3566077809888770,41-7A-FB-57-6B-2F,504367067,30
5641820051477910,5F-6B-2B-48-22-30,17714016,28
3565972991820120,E2-C1-E4-6F-69-D6,369872864,39
3578255956210840,81-19-CF-06-38-2B,3783023,45
201547354874809,50-97-89-8B-79-D9,41520388,1
3575359929738230,1A-2B-8B-4D-B2-32,37205291,3
633402731564469000,C9-31-AE-75-7C-A0,63824499,44
373200844540125,E8-1D-00-28-FF-D2,504365504,26
604825413384529000,75-9B-AE-8D-E2-6D,687889992,1
3558461443936130,73-5F-FA-CF-9E-DC,21695203,42
3571995308417540,B7-F4-B7-C3-0E-40,606810104,31
5602239852828680,20-56-2C-F8-E0-1D,53329948,2
5048375299549000,ED-C8-AB-CA-41-D3,63824499,27
3584064479653750,90-62-45-34-D2-DD,504365504,38
3548240593306880,AA-3B-C4-B0-2B-F5,687889992,34
5610951287068470,E1-24-3D-FC-7B-1C,67046531,5
5602218608431780000,9C-5F-CF-B4-52-A0,68084229,12
3534096585071150,7D-A6-82-A8-75-3C,16590058,33
3545087022873220,12-B6-F0-87-F5-11,10424152,14
3567929696459440,D9-DC-DB-6F-EF-83,66993663,21
3551577776841730,47-C0-37-28-0C-E3,51991836,37
677104978275114000,F7-02-0E-B4-56-71,43419802,14
3569561244624410,3C-FD-67-2C-F4-D0,504367067,33
3545821265548920,54-32-7D-23-6A-1C,17714016,18
30046622563549,05-B3-68-67-43-32,369872864,41
5610374400536420,50-40-53-17-82-70,3783023,36
633368075560000000,BC-44-6F-27-8F-4D,41520388,13
4911906523977210,5E-F9-FF-5E-28-EB,37205291,43
3562223259372170,87-26-D9-80-0A-C9,63824499,44
4905807685196460000,B3-79-77-B9-F4-BC,504365504,44
201607349017938,5B-53-30-C1-9D-5C,687889992,24
378997532064509,5D-09-04-01-B8-49,21695203,38
3577901846016320,23-A3-16-49-88-A2,606810104,22
3532190291018380,DE-92-49-66-A5-5A,53329948,42
63047253391473000,6A-2C-9C-22-24-35,63824499,6
3532132876723230,BD-6C-11-D2-C6-AA,504365504,4
3541388770084630,0F-B2-C1-D3-85-9D,687889992,38
3585329876199180,2E-F0-75-EB-EB-11,21695203,19
201523159404480,14-29-BC-47-82-2A,606810104,6
6759366299304140,92-6F-3D-EF-02-AD,53329948,16
5010123885731350,F3-F3-48-D5-47-6F,504367067,13
5641827819589310000,2F-12-74-0E-67-45,17714016,44
56022119185838100,F0-D4-B5-21-21-B2,369872864,41
5602234404423850,AC-51-00-6D-30-17,3783023,38
633410116459823000,29-A7-E0-03-E3-07,41520388,30
3544272752493590,55-A5-33-E4-09-DE,37205291,21
374288154342181,B7-38-44-AA-D3-04,63824499,8
3585394981299210,81-66-B4-5D-AB-6A,504365504,30
3575093801322190,D6-05-83-61-A8-8C,687889992,30
3528958987164550,26-75-D7-06-7D-B8,21695203,28
337941678415893,AA-89-E6-82-E2-D8,606810104,45
5048373860808320,1D-9D-2D-BC-12-3A,53329948,4
3537536660046370,E1-32-8F-F2-7D-14,63824499,44
5472908962881820,9E-17-8C-B6-CF-FB,504365504,39
3589181113660420,C2-08-82-C0-C6-EC,687889992,3
3533701841816480,6C-6E-1D-B0-60-71,504365504,19
30419835719242,90-5F-B7-C2-50-6A,687889992,39
3541869125191770,EE-E1-A8-BF-91-7A,21695203,6
6759344680365670000,1D-BD-EF-D3-01-FF,67046531,9
30003500005465,49-8B-9C-1C-B4-D0,68084229,26
56022437356120400,7E-73-CC-6F-6C-F1,16590058,24
5108754580146850,8D-0B-CD-E2-DA-8B,10424152,16
633402259943698000,8E-5B-F0-E4-6F-38,66993663,45
604403987433821000,C8-C4-6B-C3-56-93,51991836,18
4903820495273550,A2-4A-D1-79-D6-E7,43419802,2
6334048736367940000,5F-32-22-76-CD-9D,504367067,34
5235365218049400,ED-0B-68-18-04-A2,17714016,16
3559917049205450,FA-DF-44-70-8C-4B,369872864,18
3530770205727500,32-51-EF-CB-2B-2A,3783023,14
30082432737833,B4-14-DB-BA-55-CF,41520388,45
3560936041605200,A6-CD-75-16-35-83,37205291,44
5474717532133280,E9-34-2F-DA-E6-A7,63824499,40
30521712715092,E7-9B-77-69-75-CB,504365504,36
5404078384211540,6B-52-29-12-BD-9C,687889992,6
6759937886152410,DC-E9-38-C8-81-25,21695203,17
3575105464700850,BA-48-BD-83-98-FA,606810104,42
4175002692428550,BA-13-A0-A7-D4-27,53329948,43
3577925263943880,46-3A-24-CE-8F-6E,63824499,19
67596121776294700,98-BD-62-16-20-4B,504365504,18
30213441380238,2C-E9-92-EA-16-FA,687889992,27
3569858730047220,CA-71-90-20-25-9D,21695203,43
3538264516667310,60-C1-DE-AA-30-E1,606810104,41
30224949415384,B7-9B-1A-66-3B-18,53329948,26
5602230349181270,A8-43-A3-C4-4A-7D,504367067,37
3555288745327770,6C-08-2E-E3-2D-5B,17714016,22
4917645987847390,D7-4E-45-3C-39-0E,369872864,43
5602220952130170,C1-1F-3B-74-E1-4D,3783023,6
3579020637304460,4D-1C-CE-A4-9E-F7,41520388,43
3541373314608560,23-8B-B4-44-33-A0,37205291,11
30171686497283,04-02-4B-5B-0B-93,63824499,42
491127423592564000,93-72-9D-C0-88-B0,504365504,10
5602228199220010,A8-27-3D-E6-F4-33,687889992,21
633110094062654000,35-18-BD-4B-A5-44,21695203,21
3565797565572160,90-D2-D4-9B-1C-55,606810104,44
36935950846290,09-7C-AE-F9-54-81,53329948,37
3560119577615640,83-EA-B7-C9-E1-05,63824499,40
36746620592986,67-B6-D6-19-57-A8,504365504,23
5505207265665140,91-06-A8-57-42-D2,687889992,3
4844166756317260,57-A5-DA-23-1C-8F,67046531,23
374288410076201,70-CC-42-40-CF-A6,68084229,15
3553377396733760,B4-83-27-42-D3-2D,16590058,37
5590332693810660,CB-05-BC-62-58-DD,10424152,33
3580043271687750,20-50-EC-72-AD-57,66993663,8
3559817832625180,30-92-F6-81-42-1B,51991836,37
3528124286854190,6B-D1-69-75-4B-F9,43419802,24
3541648604917290,59-F2-19-A7-04-68,504367067,43
5007668193455200,DE-99-33-3C-55-FD,17714016,20
3562391436251380,8E-49-31-70-55-A0,369872864,5
30578309457264,32-C3-D4-6A-33-06,3783023,18
201725558012679,15-C0-75-74-E4-AB,41520388,31
5108758115441120,70-0A-64-DC-C2-9C,37205291,43
6331102542938140,DD-81-F8-B3-73-EC,63824499,40
3532543722713920,96-01-73-09-FB-27,504365504,39
4017959686781330,72-F1-D8-A0-EA-AB,687889992,31
3569954987538420,4E-2D-27-38-54-98,21695203,2
5276827599314690,D4-A2-38-E4-17-DD,606810104,3
3548582597148280,90-73-F9-B7-0B-6E,53329948,42
3583579472028180,35-8B-A6-DD-75-2A,63824499,6
4041595227024340,73-2D-A5-88-AE-9A,504365504,30
3534711208911510,8E-25-4A-21-AD-D1,687889992,41
3539936741723800,5B-DE-81-66-AF-25,21695203,45
3580272865031210,43-4B-A8-01-70-C0,606810104,23
3539823512694660,EC-2C-45-00-79-04,53329948,3
3568083538942950,FB-60-FE-8D-62-13,504367067,26
3567821000397450,F7-40-3C-7E-0B-4E,17714016,22
3574652469480400,A9-60-EC-2B-36-51,369872864,7
3552037879483050,7C-CF-6C-AD-03-44,3783023,35
3558224312898570,9B-8B-4F-54-07-9D,41520388,5
3537111761634040,71-9F-D6-5D-50-A5,37205291,25
3572158086073680,DB-B1-B0-22-B5-DD,63824499,25
56103136704790000,23-E1-F6-D3-74-8D,504365504,39
4041371678475,A0-F1-9E-FF-4C-DC,687889992,4
4508010851061350,AD-F0-B4-C3-EA-1F,21695203,21
3560903410018470,E2-B3-92-AF-15-BF,606810104,14
201749244676614,20-A4-7A-60-40-C3,53329948,22
6389227279755660,FC-1E-E4-F6-C2-9E,63824499,43
3585084903668380,7C-2F-10-AA-2F-61,504365504,16
30265222334586,9D-6A-EB-E3-1D-15,687889992,15
4917231312223460,0F-F0-BC-04-7E-7D,504365504,42
3556888239828290,7A-AD-E6-06-F2-97,687889992,21
4017956226286,7B-0E-02-32-F6-CC,21695203,36
6767955961743480000,64-93-E8-41-83-40,67046531,7
5602212455036360,20-DD-B4-75-3B-1A,68084229,17
3589126519423430,A2-75-74-33-36-07,16590058,22
6383475429236920,52-5F-3D-86-9D-7A,10424152,1
3584755824998510,90-E2-2F-07-5E-3B,66993663,30
3552847846362630,AF-0A-6A-BE-21-20,51991836,17
677183524182705000,29-08-45-0F-D0-CF,43419802,34
3588599573694330,BF-9C-A1-D7-68-45,504367067,40
3571840708005950,19-8E-58-14-61-A7,17714016,40
4041378987412430,DA-EE-85-11-63-36,369872864,33
3576897982248940,49-AF-F0-AE-F8-D2,3783023,19
3560933305872350,F5-9D-0B-4E-28-84,41520388,6
490579533815482000,E5-56-0F-6A-AD-9C,37205291,21
201645043927333,AB-97-F6-36-63-73,63824499,2
4913128037890330,3D-8C-12-8A-5D-44,504365504,38
201983314963376,95-24-D0-91-D9-B5,687889992,19
3539034195646660,2C-2A-8C-01-1E-96,21695203,30
3552461771754880,B8-B8-33-36-80-5B,606810104,21
3566398603828550,67-45-7C-CA-07-42,53329948,14
56022355112374100,88-D5-EA-98-11-E7,63824499,17
3542859946702010,4F-69-AF-EA-DD-27,504365504,1
30274162799451,5F-11-32-EC-76-47,687889992,15
5414297485951390,BE-39-51-01-C8-F2,21695203,1
3575550679011530,86-24-AA-56-3D-AE,606810104,38
3550974037717750,B7-98-77-02-8A-DD,53329948,45
6304819301215950,A4-FE-0E-73-76-3D,504367067,23
4913935671585670,24-06-0D-F6-94-42,17714016,15
3547370672024570,BB-53-A3-F4-C5-6B,369872864,19
5602242637647190,11-4F-FD-0B-91-58,3783023,12
3550415211700810,06-AD-32-D5-95-0A,41520388,34
30270759831269,7B-93-25-EC-B6-22,37205291,31
4175006504763810,EF-47-56-01-7C-81,63824499,24
3553470691310840,94-27-EC-E5-84-19,504365504,7
3545467440782670,EC-61-6A-CF-85-58,687889992,15
4905365658105470000,AB-15-4D-8B-78-A0,21695203,38
5893285574719990,8B-17-EE-B3-10-16,606810104,23
50380235575008500,85-DF-F4-12-6F-F8,53329948,3
6767437623424480000,05-E6-68-86-B0-FA,63824499,27
3568397509366660,BE-41-D2-1E-70-CA,504365504,38
4041379684602600,21-B8-73-D2-2D-97,687889992,1
374283881765820,C7-B0-0C-54-21-40,67046531,23
201674685573924,BE-65-2B-40-F3-BE,68084229,2
633457780154427000,A0-84-90-58-6E-57,16590058,10
4917243586269100,DE-C4-77-4C-03-73,10424152,2
58938582808191700,05-69-C4-70-60-ED,66993663,20
3544580353154890,5F-44-FE-E6-22-62,51991836,2
3566325477635510,4D-BE-A8-A3-E1-3B,43419802,10
3533289537961420,D1-27-4A-29-C1-D9,504367067,45
5501961869645680,24-69-5C-9A-DE-D2,17714016,9
3562330281448340,DB-CE-7D-77-83-52,369872864,11
3550904020745560,55-88-6A-9F-BF-17,3783023,4
3587631159591580,70-A7-D6-CD-82-0E,41520388,38
201548049217925,32-10-4D-3D-2C-5B,37205291,42
337941962138839,69-4C-09-38-B5-C7,63824499,3
3551917240669260,5D-66-FE-B3-96-29,504365504,15
5108758430882740,41-EC-0C-B2-BD-29,687889992,24
3559201574285260,53-A4-6C-DF-16-B1,21695203,34
30282502799693,D6-18-C5-16-0C-E9,606810104,37
3550804067853150,07-60-E9-C9-47-F2,53329948,27
6333237778067030,7D-37-57-F8-30-F4,63824499,9
3541231576010060,74-AE-37-F3-D3-18,504365504,17
3567218222542730,BC-0F-C6-81-67-95,687889992,20
373778406611848,18-13-A8-BE-37-D0,21695203,9
5602227888011330,E2-F0-08-0C-49-28,606810104,35
3576172455535460,7C-96-D1-9F-AE-00,53329948,20
5020771091453540000,B2-99-76-0A-26-AC,504367067,20
3547677923100080,A1-1C-75-08-E9-D9,17714016,14
4903438822872000000,B1-0B-B2-16-E1-93,369872864,28
3571938450102740,4A-50-11-99-C9-05,3783023,28
3531903501437840,E0-D4-8A-7E-81-6B,41520388,22
56022146137308300,71-E5-E9-AF-BD-09,37205291,35
3568008118829400,A1-41-C0-22-ED-CC,63824499,44
6304982303904780,91-0D-43-1E-3C-1A,504365504,8
3578875476162080,E2-65-D6-0F-DB-76,687889992,38
3580696727184000,1A-0E-65-57-65-D5,21695203,3
201871172954944,EC-5F-25-7F-85-83,606810104,40
56104096178983400,F0-ED-04-D3-16-16,53329948,29
3542299978906790,92-4C-40-D1-3A-9B,63824499,28
3550161923527420,96-8A-D2-B5-65-C9,504365504,43
3548262082648220,D5-5F-3A-FE-23-F0,687889992,23
4936723623997700000,15-63-F6-0F-17-E9,504365504,3
377451900143405,4E-F5-C2-87-F2-26,687889992,5
4508026252394850,4B-91-21-8C-90-11,21695203,9
3531273634252140,D3-A4-EF-73-89-6E,67046531,28
4508334556659720,13-74-8B-3B-FE-BB,68084229,3
4936369257190640000,DD-A4-0F-4A-EA-88,16590058,23
4913991476166390,13-2D-AC-E8-31-82,10424152,29
5602220153784800,DB-36-C7-1B-75-86,66993663,22
3580743139907560,05-CF-07-20-65-B1,51991836,29
3547236392437000,AB-BA-15-9E-FD-63,43419802,25
30110694082117,11-66-33-4E-FB-36,504367067,38
3582035797145490,68-EB-A4-54-EC-81,17714016,1
3581725682387850,4E-B5-FF-40-16-A7,369872864,41
5002352713229290,A2-F5-A8-33-CB-52,3783023,27
3577379451993510,5C-1A-C8-8D-E4-4B,41520388,42
3589796417218440,7F-CA-55-22-6B-88,37205291,19
4911741512345390000,28-7C-AE-EB-C8-EE,63824499,25
3532714736529730,05-4F-56-64-7D-6B,504365504,18
67091799933051000,16-15-61-01-12-19,687889992,10
5100144400269700,15-5C-3E-40-FD-D7,21695203,20
30050897055611,CC-38-30-F5-5E-E3,606810104,23
56022245395239400,E9-75-1D-C0-48-E8,53329948,12
561017527278903000,A8-6B-CE-CC-DF-29,63824499,14
3578090105691510,FF-76-3C-9E-51-3D,504365504,39
3576062025463970,8C-E8-0A-0E-E4-6B,687889992,17
5610538341950960,8F-15-6D-AC-C1-55,21695203,32
3550980752031350,4D-10-B2-60-9B-5D,606810104,34
3574041817604630,1D-20-7A-10-93-F7,53329948,4
30581418013697,CE-90-7C-60-22-E6,504367067,14
3545962648940850,CB-7E-03-34-C7-83,17714016,22
4844212852593070,56-27-EA-9C-87-28,369872864,36
374288296005803,F3-CE-38-08-97-3E,3783023,31
3535649994306010,6C-98-C5-36-78-E6,41520388,5
3564427137867370,59-11-34-F9-F9-AD,37205291,16
3579044251754050,49-DE-41-10-A2-12,63824499,8
3579059513196060,D3-A5-01-36-18-C6,504365504,7
